eco	name	name_ko	pgn	uci	epd
A00	Valencia Opening	발렌시아 오프닝	1. d3 e5 2. Nd2	d2d3 e7e5 b1d2	rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPPNPPPP/R1BQKBNR b KQkq -
A00	Van Geet Opening	반 기트 오프닝	1. Nc3	b1c3	rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq -
A00	Van Geet Opening: Battambang Variation	반 기트 오프닝: 바탐방 베리에이션	1. a3 e5 2. Nc3	a2a3 e7e5 b1c3	rnbqkbnr/pppp1ppp/8/4p3/8/P1N5/1PPPPPPP/R1BQKBNR b KQkq -
A00	Van Geet Opening: Billockus-Johansen Gambit	반 기트 오프닝: 빌로커스-요한센 갬빗	1. Nc3 e5 2. Nf3 Bc5	b1c3 e7e5 g1f3 f8c5	rnbqk1nr/pppp1ppp/8/2b1p3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq -
A00	Van Geet Opening: Damhaug Gambit	반 기트 오프닝: 담하우그 갬빗	1. Nc3 d5 2. f4 e5	b1c3 d7d5 f2f4 e7e5	rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -
A00	Van Geet Opening: Dougherty Gambit	반 기트 오프닝: 도허티 갬빗	1. Nc3 d5 2. e4 dxe4 3. f3	b1c3 d7d5 e2e4 d5e4 f2f3	rnbqkbnr/ppp1pppp/8/8/4p3/2N2P2/PPPP2PP/R1BQKBNR b KQkq -
A00	Van Geet Opening: Dunst-Perrenet Gambit	반 기트 오프닝: 던스트-페레네 갬빗	1. Nc3 d5 2. e4 dxe4 3. d3	b1c3 d7d5 e2e4 d5e4 d2d3	rnbqkbnr/ppp1pppp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq -
A00	Van Geet Opening: Düsseldorf Gambit	반 기트 오프닝: 뒤셀도르프 갬빗	1. Nc3 c5 2. b4	b1c3 c7c5 b2b4	rnbqkbnr/pp1ppppp/8/2p5/1P6/2N5/P1PPPPPP/R1BQKBNR b KQkq -
A00	Van Geet Opening: Gladbacher Gambit	반 기트 오프닝: 글라드바허 갬빗	1. Nc3 e5 2. b3 d5 3. e4 dxe4 4. d3	b1c3 e7e5 b2b3 d7d5 e2e4 d5e4 d2d3	rnbqkbnr/ppp2ppp/8/4p3/4p3/1PNP4/P1P2PPP/R1BQKBNR b KQkq -
A00	Van Geet Opening: Hector Gambit	반 기트 오프닝: 헥터 갬빗	1. Nc3 d5 2. e4 dxe4 3. Bc4	b1c3 d7d5 e2e4 d5e4 f1c4	rnbqkbnr/ppp1pppp/8/8/2B1p3/2N5/PPPP1PPP/R1BQK1NR b KQkq -
A00	Van Geet Opening: Hergert Gambit	반 기트 오프닝: 헤르게르트 갬빗	1. Nc3 d6 2. f4 e5 3. fxe5 Nc6	b1c3 d7d6 f2f4 e7e5 f4e5 b8c6	r1bqkbnr/ppp2ppp/2np4/4P3/8/2N5/PPPPP1PP/R1BQKBNR w KQkq -
A00	Van Geet Opening: Hulsemann Gambit	반 기트 오프닝: 훌제만 갬빗	1. Nc3 e5 2. e3 d5 3. Qh5 Be6	b1c3 e7e5 e2e3 d7d5 d1h5 c8e6	rn1qkbnr/ppp2ppp/4b3/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq -
A00	Van Geet Opening: Jendrossek Gambit	반 기트 오프닝: 옌드로섹 갬빗	1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2 Nf6 5. Nf3 c5 6. b4	b1c3 d7d5 f2f4 d5d4 c3e4 f7f5 e4f2 g8f6 g1f3 c7c5 b2b4	rnbqkb1r/pp2p1pp/5n2/2p2p2/1P1p1P2/5N2/P1PPPNPP/R1BQKB1R b KQkq -
A00	Van Geet Opening: Kluever Gambit	반 기트 오프닝: 클뤼버 갬빗	1. Nc3 f5 2. e4 fxe4 3. d3	b1c3 f7f5 e2e4 f5e4 d2d3	rnbqkbnr/ppppp1pp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq -
A00	Van Geet Opening: Laroche Gambit	반 기트 오프닝: 라로슈 갬빗	1. Nc3 b5	b1c3 b7b5	rnbqkbnr/p1pppppp/8/1p6/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -
A00	Van Geet Opening: Liebig Gambit	반 기트 오프닝: 리비히 갬빗	1. Nc3 e5 2. e3 d5 3. Qh5 Nf6	b1c3 e7e5 e2e3 d7d5 d1h5 g8f6	rnbqkb1r/ppp2ppp/5n2/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq -
A00	Van Geet Opening: Melleby Gambit	반 기트 오프닝: 멜레비 갬빗	1. Nc3 d5 2. f4 d4 3. Ne4 c5	b1c3 d7d5 f2f4 d5d4 c3e4 c7c5	rnbqkbnr/pp2pppp/8/2p5/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq -
A00	Van Geet Opening: Myers Attack	반 기트 오프닝: 마이어스 어택	1. Nc3 g6 2. h4	b1c3 g7g6 h2h4	rnbqkbnr/pppppp1p/6p1/8/7P/2N5/PPPPPPP1/R1BQKBNR b KQkq -
A00	Van Geet Opening: Napoleon Attack	반 기트 오프닝: 나폴레옹 어택	1. Nc3 e5 2. Nf3 Nc6 3. d4	b1c3 e7e5 g1f3 b8c6 d2d4	r1bqkbnr/pppp1ppp/2n5/4p3/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq -
A00	Van Geet Opening: Novosibirsk Variation	반 기트 오프닝: 노보시비르스크 베리에이션	1. Nc3 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qh4	b1c3 c7c5 d2d4 c5d4 d1d4 b8c6 d4h4	r1bqkbnr/pp1ppppp/2n5/8/7Q/2N5/PPP1PPPP/R1B1KBNR b KQkq -
A00	Van Geet Opening: Nowokunski Gambit	반 기트 오프닝: 노보쿤스키 갬빗	1. Nc3 e5 2. f4 exf4 3. e4	b1c3 e7e5 f2f4 e5f4 e2e4	rnbqkbnr/pppp1ppp/8/8/4Pp2/2N5/PPPP2PP/R1BQKBNR b KQkq e3
A00	Van Geet Opening: Pfeiffer Gambit	반 기트 오프닝: 파이퍼 갬빗	1. Nc3 d5 2. f4 d4 3. Ne4 e5	b1c3 d7d5 f2f4 d5d4 c3e4 e7e5	rnbqkbnr/ppp2ppp/8/4p3/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq -
A00	Van Geet Opening: Pfeiffer Gambit, Sleipnir Countergambit	반 기트 오프닝: 파이퍼 갬빗, 슬레이프니르 카운터갬빗	1. Nc3 d5 2. f4 d4 3. Ne4 e5 4. Nf3	b1c3 d7d5 f2f4 d5d4 c3e4 e7e5 g1f3	rnbqkbnr/ppp2ppp/8/4p3/3pNP2/5N2/PPPPP1PP/R1BQKB1R b KQkq -
A00	Van Geet Opening: Reversed Nimzowitsch	반 기트 오프닝: 리버스드 님조비치	1. Nc3 e5	b1c3 e7e5	rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -
A00	Van Geet Opening: Reversed Scandinavian	반 기트 오프닝: 리버스드 스칸디나비안	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4	b1c3 e7e5 d2d4 e5d4 d1d4 b8c6 d4a4	r1bqkbnr/pppp1ppp/2n5/8/Q7/2N5/PPP1PPPP/R1B1KBNR b KQkq -
A00	Van Geet Opening: Sicilian Two Knights	반 기트 오프닝: 시실리안 투 나이트	1. Nc3 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4	b1c3 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4	r1bqkbnr/pp1ppppp/2n5/8/3N4/2N5/PPP1PPPP/R1BQKB1R b KQkq -
A00	Van Geet Opening: Sleipnir Gambit	반 기트 오프닝: 슬레이프니르 갬빗	1. Nc3 d5 2. e3 e5 3. d4 Bb4	b1c3 d7d5 e2e3 e7e5 d2d4 f8b4	rnbqk1nr/ppp2ppp/8/3pp3/1b1P4/2N1P3/PPP2PPP/R1BQKBNR w KQkq -
A00	Van Geet Opening: Twyble Attack	반 기트 오프닝: 트위블 어택	1. Nc3 c5 2. Rb1	b1c3 c7c5 a1b1	rnbqkbnr/pp1ppppp/8/2p5/8/2N5/PPPPPPPP/1RBQKBNR b Kkq -
A00	Van Geet Opening: Tübingen Gambit	반 기트 오프닝: 튀빙겐 갬빗	1. Nc3 Nf6 2. g4	b1c3 g8f6 g2g4	rnbqkb1r/pppppppp/5n2/8/6P1/2N5/PPPPPP1P/R1BQKBNR b KQkq -
A00	Van Geet Opening: Venezolana Variation	반 기트 오프닝: 베네졸라나 베리에이션	1. Nc3 d5 2. d3 Nf6 3. g3	b1c3 d7d5 d2d3 g8f6 g2g3	rnbqkb1r/ppp1pppp/5n2/3p4/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -
A00	Van Geet Opening: Warsteiner Gambit	반 기트 오프닝: 바르슈타이너 갬빗	1. Nc3 d5 2. f4 g5	b1c3 d7d5 f2f4 g7g5	rnbqkbnr/ppp1pp1p/8/3p2p1/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -
A00	Van't Kruijs Opening	반트 크루이스 오프닝	1. e3	e2e3	rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq -
A00	Van't Kruijs Opening: Bouncing Bishop Variation	반트 크루이스 오프닝: 바운싱 비숍 베리에이션	1. e3 e5 2. Bc4 b5 3. Bb3	e2e3 e7e5 f1c4 b7b5 c4b3	rnbqkbnr/p1pp1ppp/8/1p2p3/8/1B2P3/PPPP1PPP/RNBQK1NR b KQkq -
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Akahi Variation	반트 크루이스 오프닝: 케오니-히바 갬빗, 아카히 베리에이션	1. e3 e5 2. Nc3 Nf6 3. f4 exf4 4. Nf3	e2e3 e7e5 b1c3 g8f6 f2f4 e5f4 g1f3	rnbqkb1r/pppp1ppp/5n2/8/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Alua Variation	반트 크루이스 오프닝: 케오니-히바 갬빗, 알루아 베리에이션	1. e3 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3	e2e3 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3	r1bqkbnr/pppp1ppp/2n5/8/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Ekolu Variation	반트 크루이스 오프닝: 케오니-히바 갬빗, 에콜루 베리에이션	1. e3 e5 2. Nc3 d5 3. f4 exf4 4. Nf3	e2e3 e7e5 b1c3 d7d5 f2f4 e5f4 g1f3	rnbqkbnr/ppp2ppp/8/3p4/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -
A00	Ware Opening	웨어 오프닝	1. a4	a2a4	rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq -
A00	Ware Opening: Cologne Gambit	웨어 오프닝: 쾰른 갬빗	1. a4 b6 2. d4 d5 3. Nc3 Nd7	a2a4 b7b6 d2d4 d7d5 b1c3 b8d7	r1bqkbnr/p1pnpppp/1p6/3p4/P2P4/2N5/1PP1PPPP/R1BQKBNR w KQkq -
A00	Ware Opening: Crab Variation	웨어 오프닝: 크랩 베리에이션	1. a4 e5 2. h4	a2a4 e7e5 h2h4	rnbqkbnr/pppp1ppp/8/4p3/P6P/8/1PPPPPP1/RNBQKBNR b KQkq -
A00	Ware Opening: Meadow Hay Trap	웨어 오프닝: 메도우 헤이 트랩	1. a4 e5 2. Ra3	a2a4 e7e5 a1a3	rnbqkbnr/pppp1ppp/8/4p3/P7/R7/1PPPPPPP/1NBQKBNR b Kkq -
A00	Ware Opening: Symmetric Variation	웨어 오프닝: 시메트릭 베리에이션	1. a4 a5	a2a4 a7a5	rnbqkbnr/1ppppppp/8/p7/P7/8/1PPPPPPP/RNBQKBNR w KQkq -
A00	Ware Opening: Ware Gambit	웨어 오프닝: 웨어 갬빗	1. a4 e5 2. a5 d5 3. e3 f5 4. a6	a2a4 e7e5 a4a5 d7d5 e2e3 f7f5 a5a6	rnbqkbnr/ppp3pp/P7/3ppp2/8/4P3/1PPP1PPP/RNBQKBNR b KQkq -
A00	Ware Opening: Wing Gambit	웨어 오프닝: 윙 갬빗	1. a4 b5 2. axb5 Bb7	a2a4 b7b5 a4b5 c8b7	rn1qkbnr/pbpppppp/8/1P6/8/8/1PPPPPPP/RNBQKBNR w KQkq -
A01	Nimzo-Larsen Attack	님조-라르센 어택	1. b3	b2b3	rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq -
A01	Nimzo-Larsen Attack: Classical Variation	님조-라르센 어택: 클래시컬 베리에이션	1. b3 d5	b2b3 d7d5	rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -
A01	Nimzo-Larsen Attack: Dutch Variation	님조-라르센 어택: 더치 베리에이션	1. b3 f5	b2b3 f7f5	rnbqkbnr/ppppp1pp/8/5p2/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -
A01	Nimzo-Larsen Attack: English Variation	님조-라르센 어택: 잉글리시 베리에이션	1. b3 c5	b2b3 c7c5	rnbqkbnr/pp1ppppp/8/2p5/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -
A01	Nimzo-Larsen Attack: Graz Attack	님조-라르센 어택: 그라츠 어택	1. b3 d5 2. Ba3	b2b3 d7d5 c1a3	rnbqkbnr/ppp1pppp/8/3p4/8/BP6/P1PPPPPP/RN1QKBNR b KQkq -
A01	Nimzo-Larsen Attack: Indian Variation	님조-라르센 어택: 인디언 베리에이션	1. b3 Nf6	b2b3 g8f6	rnbqkb1r/pppppppp/5n2/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -
A01	Nimzo-Larsen Attack: Modern Variation	님조-라르센 어택: 모던 베리에이션	1. b3 e5	b2b3 e7e5	rnbqkbnr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -
A01	Nimzo-Larsen Attack: Modern Variation	님조-라르센 어택: 모던 베리에이션	1. b3 e5 2. Bb2 Nc6	b2b3 e7e5 c1b2 b8c6	r1bqkbnr/pppp1ppp/2n5/4p3/8/1P6/PBPPPPPP/RN1QKBNR w KQkq -
A01	Nimzo-Larsen Attack: Modern Variation	님조-라르센 어택: 모던 베리에이션	1. b3 e5 2. Bb2 Nc6 3. e3	b2b3 e7e5 c1b2 b8c6 e2e3	r1bqkbnr/pppp1ppp/2n5/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq -
A01	Nimzo-Larsen Attack: Modern Variation	님조-라르센 어택: 모던 베리에이션	1. b3 e5 2. Bb2 Nc6 3. c4 Nf6	b2b3 e7e5 c1b2 b8c6 c2c4 g8f6	r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/1P6/PB1PPPPP/RN1QKBNR w KQkq -
A01	Nimzo-Larsen Attack: Pachman Gambit	님조-라르센 어택: 파흐만 갬빗	1. b3 e5 2. Bb2 Nc6 3. f4	b2b3 e7e5 c1b2 b8c6 f2f4	r1bqkbnr/pppp1ppp/2n5/4p3/5P2/1P6/PBPPP1PP/RN1QKBNR b KQkq -
A01	Nimzo-Larsen Attack: Polish Variation	님조-라르센 어택: 폴리시 베리에이션	1. b3 b5	b2b3 b7b5	rnbqkbnr/p1pppppp/8/1p6/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -
A01	Nimzo-Larsen Attack: Ringelbach Gambit	님조-라르센 어택: 링겔바흐 갬빗	1. b3 f5 2. Bb2 e6 3. e4	b2b3 f7f5 c1b2 e7e6 e2e4	rnbqkbnr/pppp2pp/4p3/5p2/4P3/1P6/PBPP1PPP/RN1QKBNR b KQkq -
A01	Nimzo-Larsen Attack: Spike Variation	님조-라르센 어택: 스파이크 베리에이션	1. b3 Nf6 2. Bb2 g6 3. g4	b2b3 g8f6 c1b2 g7g6 g2g4	rnbqkb1r/pppppp1p/5np1/8/6P1/1P6/PBPPPP1P/RN1QKBNR b KQkq -
A01	Nimzo-Larsen Attack: Symmetrical Variation	님조-라르센 어택: 시메트리컬 베리에이션	1. b3 b6	b2b3 b7b6	rnbqkbnr/p1pppppp/1p6/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -
A02	Bird Opening	버드 오프닝	1. f4	f2f4	rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq -
A02	Bird Opening: Batavo-Polish Attack	버드 오프닝: 바타보-폴리시 어택	1. f4 Nf6 2. Nf3 g6 3. b4	f2f4 g8f6 g1f3 g7g6 b2b4	rnbqkb1r/pppppp1p/5np1/8/1P3P2/5N2/P1PPP1PP/RNBQKB1R b KQkq -
A02	Bird Opening: Double Duck Formation	버드 오프닝: 더블 덕 포메이션	1. f4 f5 2. d4 d5	f2f4 f7f5 d2d4 d7d5	rnbqkbnr/ppp1p1pp/8/3p1p2/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq -
A02	Bird Opening: From's Gambit	버드 오프닝: 프롬 갬빗	1. f4 e5	f2f4 e7e5	rnbqkbnr/pppp1ppp/8/4p3/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: From's Gambit, Bahr Gambit	버드 오프닝: 프롬 갬빗, 바르 갬빗	1. f4 e5 2. Nc3	f2f4 e7e5 b1c3	rnbqkbnr/pppp1ppp/8/4p3/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq -
A02	Bird Opening: From's Gambit, Langheld Gambit	버드 오프닝: 프롬 갬빗, 랑헬트 갬빗	1. f4 e5 2. fxe5 d6 3. exd6 Nf6	f2f4 e7e5 f4e5 d7d6 e5d6 g8f6	rnbqkb1r/ppp2ppp/3P1n2/8/8/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: From's Gambit, Lasker Variation	버드 오프닝: 프롬 갬빗, 라스커 베리에이션	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5	f2f4 e7e5 f4e5 d7d6 e5d6 f8d6 g1f3 g7g5	rnbqk1nr/ppp2p1p/3b4/6p1/8/5N2/PPPPP1PP/RNBQKB1R w KQkq -
A02	Bird Opening: From's Gambit, Lipke Variation	버드 오프닝: 프롬 갬빗, 립케 베리에이션	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. d4	f2f4 e7e5 f4e5 d7d6 e5d6 f8d6 g1f3 g8h6 d2d4	rnbqk2r/ppp2ppp/3b3n/8/3P4/5N2/PPP1P1PP/RNBQKB1R b KQkq -
A02	Bird Opening: Hobbs Gambit	버드 오프닝: 홉스 갬빗	1. f4 g5	f2f4 g7g5	rnbqkbnr/pppppp1p/8/6p1/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: Hobbs-Zilbermints Gambit	버드 오프닝: 홉스-질버민츠 갬빗	1. f4 h6 2. Nf3 g5	f2f4 h7h6 g1f3 g7g5	rnbqkbnr/pppppp2/7p/6p1/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq -
A02	Bird Opening: Horsefly Defense	버드 오프닝: 호스플라이 디펜스	1. f4 Nh6	f2f4 g8h6	rnbqkb1r/pppppppp/7n/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: Lasker Gambit	버드 오프닝: 라스커 갬빗	1. f4 e5 2. fxe5 f6	f2f4 e7e5 f4e5 f7f6	rnbqkbnr/pppp2pp/5p2/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: Mujannah	버드 오프닝: 무자나	1. f4 Nf6 2. c4	f2f4 g8f6 c2c4	rnbqkb1r/pppppppp/5n2/8/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -
A02	Bird Opening: Myers Defense	버드 오프닝: 마이어스 디펜스	1. f4 b5	f2f4 b7b5	rnbqkbnr/p1pppppp/8/1p6/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: Platz Gambit	버드 오프닝: 플라츠 갬빗	1. f4 e5 2. fxe5 Ne7	f2f4 e7e5 f4e5 g8e7	rnbqkb1r/ppppnppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: Schlechter Gambit	버드 오프닝: 슐레흐터 갬빗	1. f4 e5 2. fxe5 Nc6	f2f4 e7e5 f4e5 b8c6	r1bqkbnr/pppp1ppp/2n5/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -
A02	Bird Opening: Siegener Gambit	버드 오프닝: 지게너 갬빗	1. f4 e5 2. d4 exd4 3. Nf3 c5 4. c3	f2f4 e7e5 d2d4 e5d4 g1f3 c7c5 c2c3	rnbqkbnr/pp1p1ppp/8/2p5/3p1P2/2P2N2/PP2P1PP/RNBQKB1R b KQkq -
A02	Bird Opening: Swiss Gambit	버드 오프닝: 스위스 갬빗	1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4	f2f4 f7f5 e2e4 f5e4 b1c3 g8f6 g2g4	rnbqkb1r/ppppp1pp/5n2/8/4pPP1/2N5/PPPP3P/R1BQKBNR b KQkq -
A02	Bird Opening: Wagner-Zwitersch Gambit	버드 오프닝: 바그너-츠비터시 갬빗	1. f4 f5 2. e4	f2f4 f7f5 e2e4	rnbqkbnr/ppppp1pp/8/5p2/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -
A03	Bird Opening: Dutch Variation	버드 오프닝: 더치 베리에이션	1. f4 d5	f2f4 d7d5	rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -
A03	Bird Opening: Dutch Variation, Dudweiler Gambit	버드 오프닝: 더치 베리에이션, 두드바일러 갬빗	1. f4 d5 2. g4	f2f4 d7d5 g2g4	rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq -
A03	Bird Opening: Lasker Variation	버드 오프닝: 라스커 베리에이션	1. f4 d5 2. Nf3 Nf6 3. e3 c5	f2f4 d7d5 g1f3 g8f6 e2e3 c7c5	rnbqkb1r/pp2pppp/5n2/2pp4/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq -
A03	Bird Opening: Sturm Gambit	버드 오프닝: 슈투름 갬빗	1. f4 d5 2. c4	f2f4 d7d5 c2c4	rnbqkbnr/ppp1pppp/8/3p4/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -
A03	Bird Opening: Thomas Gambit	버드 오프닝: 토마스 갬빗	1. f4 d5 2. b3 Nf6 3. Bb2 d4 4. Nf3 c5 5. e3	f2f4 d7d5 b2b3 g8f6 c1b2 d5d4 g1f3 c7c5 e2e3	rnbqkb1r/pp2pppp/5n2/2p5/3p1P2/1P2PN2/PBPP2PP/RN1QKB1R b KQkq -
A03	Bird Opening: Williams Gambit	버드 오프닝: 윌리엄스 갬빗	1. f4 d5 2. e4	f2f4 d7d5 e2e4	rnbqkbnr/ppp1pppp/8/3p4/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -
A03	Bird Opening: Williams Gambit	버드 오프닝: 윌리엄스 갬빗	1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Qe2	f2f4 d7d5 e2e4 d5e4 b1c3 g8f6 d1e2	rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq -
A03	Bird Opening: Williams-Zilbermints Gambit	버드 오프닝: 윌리엄스-질버민츠 갬빗	1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Nge2	f2f4 d7d5 e2e4 d5e4 b1c3 g8f6 g1e2	rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPN1PP/R1BQKB1R b KQkq -
A04	Colle System: Rhamphorhynchus Variation	콜레 시스템: 람포링쿠스 베리에이션	1. Nf3 c5 2. e3 g6 3. d4 Bg7 4. dxc5 Qa5+	g1f3 c7c5 e2e3 g7g6 d2d4 f8g7 d4c5 d8a5	rnb1k1nr/pp1pppbp/6p1/q1P5/8/4PN2/PPP2PPP/RNBQKB1R w KQkq -
A04	Modern Defense: Semi-Averbakh Variation, Polish Variation	모던 디펜스: 세미-아베르바흐 베리에이션, 폴리시 베리에이션	1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8b6	rnb1k1nr/pp1pppbp/1q4p1/2p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq -
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation	모던 디펜스: 세미-아베르바흐 베리에이션, 프테로닥틸 베리에이션	1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8a5	rnb1k1nr/pp1pppbp/6p1/q1p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq -
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted	모던 디펜스: 세미-아베르바흐 베리에이션, 프테로닥틸 베리에이션 수락	1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+	g1f3 g7g6 d2d4 f8g7 e2e4 d7d6 c2c4 c7c5 d4c5 d8a5	rnb1k1nr/pp2ppbp/3p2p1/q1P5/2P1P3/5N2/PP3PPP/RNBQKB1R w KQkq -
A04	Zukertort Defense: Kingside Variation	주커토르트 디펜스: 킹사이드 베리에이션	1. Nf3 Nh6 2. d4 g6	g1f3 g8h6 d2d4 g7g6	rnbqkb1r/pppppp1p/6pn/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -
A04	Zukertort Defense: Sicilian Knight Variation	주커토르트 디펜스: 시실리안 나이트 베리에이션	1. Nf3 Na6 2. e4 c5	g1f3 b8a6 e2e4 c7c5	r1bqkbnr/pp1ppppp/n7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -
A04	Zukertort Opening	주커토르트 오프닝	1. Nf3	g1f3	rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq -
A04	Zukertort Opening: Arctic Defense	주커토르트 오프닝: 아틱 디펜스	1. Nf3 f6	g1f3 f7f6	rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -
A04	Zukertort Opening: Arctic Defense, Drunken Knight Variation	주커토르트 오프닝: 아틱 디펜스, 드렁큰 나이트 베리에이션	1. Nf3 f6 2. e4 Nh6 3. d4 Nf7	g1f3 f7f6 e2e4 g8h6 d2d4 h6f7	rnbqkb1r/pppppnpp/5p2/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -
A04	Zukertort Opening: Basman Defense	주커토르트 오프닝: 바스만 디펜스	1. Nf3 h6	g1f3 h7h6	rnbqkbnr/ppppppp1/7p/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -
A04	Zukertort Opening: Black Mustang Defense	주커토르트 오프닝: 블랙 머스탱 디펜스	1. Nf3 Nc6	g1f3 b8c6	r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -
A04	Zukertort Opening: Drunken Cavalry Variation	주커토르트 오프닝: 드렁큰 캐벌리 베리에이션	1. Nf3 Na6 2. e4 Nh6	g1f3 b8a6 e2e4 g8h6	r1bqkb1r/pppppppp/n6n/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -
